Video Name,Channel Name,User Name,Comment,Likes,Date,Score,Status Level,Triggered Keywords
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@SannyLay,Fuck India 🇮🇳they are definitely worse than third world Countries.,3,2025-10-02T23:55:13Z,8,Suspicious,fuck
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@ghostfundme,"I remember living with an Indian man and he somehow found my Instagram and Snapchat and proceeded to stalk me for YEARS after I moved out, I blocked him every time he made a new account. I finally had to get the RCMP involved to get him to stop. 

And I get called racist when my dating profile says ""No Indians"". I don't want to get stalked again.",6,2025-10-02T21:47:46Z,14,Dangerous,"snapchat, instagram, want"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@seth3491,I'm nigger meximutt o algo,1,2025-10-02T21:01:36Z,30,Dangerous,"nigger, meximutt"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@SMTRUXK,"I can't believe cow pee sanitiser, dish washing soap exist. Indian hindus are nasty. I don't care if that's offensive. Thats fricking poop.",1,2025-10-02T20:59:07Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@SMTRUXK,"Palestinians have olive soap, beautiful. And indian hindus have cow poo soap for religious purposes. Why do hindus love cow poo so much?",1,2025-10-02T20:55:20Z,1,Safe,love
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Jixnq,"my guy, you just made a reaction video to someone’s honest work. I get it he’s a friend of the channel but my god this vid is no different than these funky ass reaction videos. I wanted to see more of the indian fatigue but all I got is repeated clips.",0,2025-10-02T20:54:11Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@SMTRUXK,"Cow dung soap.. They are proving their stereotype. And stop giving her ideas, she might make cow pee shampoo",0,2025-10-02T20:53:23Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@nosmirc7222,"I keep seeing people confuse this 8:00 for mustache man. Id say yall were lazy here cause he said ""hidra"" which google translated means trans",0,2025-10-02T20:21:06Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@esko911,Jeets and muslims are invading the USA and already invaded and took over UK.,0,2025-10-02T20:19:13Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@DenisFreeman00,"i paused the video to try what u said about google maps and i chose an area that didnt have a city name, first thing i see is a shrine/temple and behind the fence of the shrine/temple trash was just piled high right next to the statues. you would think something sacred would at the very least be clean.",0,2025-10-02T19:13:50Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@waltuh1,"bro that intro legit made me puke. i was eating man, screw you 😂",0,2025-10-02T19:04:32Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Laksh_D_10,"The Thing is I can show you same goffy videos from West(source @The_Sand_Man) but this middle east origin guy saying Sh!t about Indians based on some videos which even Indians ain't familiar with and judging based on them how is this not hating? countries where ppl identify as objects or whatever they want now hating on developing countries,I heard ⚪ guys in West like to watch ⚫ guy doing their wife?and they enjoy even pays them. I agree my countries have some ppls who should just K!!! Themselves, resources are waste on them and those ppl are biggest obstical for my country but if there's a grooming gang in UK they are not Indian they are Pakistani (this ibz guy is muslim so ofc he will protect them) if there's Sh00ting on places like School in USA, 99% that's ⚪ or ⚫ guy and btw how can a ⚫ guy racists to Indians like bro my pp is 10 time cleaner campare to your sk!n you are so ugly from ever angle on top of that you ppl make fun of us after finding litterly the ugliest pic of Indians",1,2025-10-02T18:29:16Z,1,Safe,want
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@AbsurdistAsian,COVID needed to do a better job with these... people...,1,2025-10-02T16:54:54Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@abc_cba,"As an Indian, 
I literally get isolated if I call our civilians for:
- breaking traffic rules, 
- bursting firecrackers midnight,
-for coughing or sneezing without a hand on their mouth let alone a handkerchief, 
- for not eating street food,
- sleeping on time. 

I finally had to purchase a land and keep my family away from these acts by moving to a remote village where there are no houses for many meters. 

These are just a few things of the hundreds that upsets me.",24,2025-10-02T16:17:17Z,3,Safe,alone
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@nicpickett8056,"Well, this is a first. I really cant finish this video. These people are disgusting",0,2025-10-02T15:28:45Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@futzbucket1682,"All that needs to be done is the elite class in countries need to accept a small cut in their massive profits to promote higher birthrate, but they would rather replace their own people and doom their own people to destruction.   They will accept nothing but higher profits, and we've reached a point where that's impossible without a type of worker willing to accept a much lower type of lifestyle.
These people aren't being brought in ""to help"", they're being brought in to enslave.",4,2025-10-02T14:21:08Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@JEEPER7788,“They call it ‘dung’” 🤣,0,2025-10-02T13:52:48Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@pedrobarbosaduarte3704,You know its made out of love when it lasts for a hour and a half,0,2025-10-02T12:57:56Z,1,Safe,love
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@ghostwolf13x,Arrogant pa geets.,1,2025-10-02T12:36:03Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@AtheistiNDiA-393,1:34:46 damn respect the hustle.,0,2025-10-02T12:13:48Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@RelaxingWhiteNoise,Watch the ad-free and black screen version of this video by joining the Dream Team channel membership tier! https://www.youtube.com/channel/UCbunYN0o9Yaid7zHaor_UHA/join,288,2024-07-12T22:36:41Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@NiyalCabiling-p5m,Zzz...,0,2025-10-09T15:31:58Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@danielperez-sz2ii,exelent,0,2025-10-08T08:19:08Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Brodrick_0923,😴😴😴😪😪😪,0,2025-10-08T03:46:13Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@ICALMYOU1,A gentle reminder that nature is the best medicine 🌲,0,2025-10-06T18:49:02Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@RandomThings-o1e,The company said that the new technology would help the airline industry in a more efficient way by providing better quality service to customers in a way it can not be used for its own business or for its customers to use it in the same manner that the airline has been doing in recent decade. So that’s why I came here to relax❤,0,2025-10-05T21:16:38Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@thordadul,"Spanian is gonna get his head bust and also adrenochrome treatment with his guy shaky, me and Croccy have already stolen his career alongside Spinner",0,2025-10-04T04:48:30Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@joannapuente224,The best put my 4 kids to sleep in under 5 min! ❤,0,2025-10-03T00:56:30Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@LACASrelaxing,"i love it, thank you video",0,2025-09-30T04:47:15Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@EMMA_EET,Go to sleep,1,2025-09-30T02:01:19Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@kaiisaclown36,"hey so… I fell asleep to this, I slept for. 7 hours",0,2025-09-27T09:51:32Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@sleepwellrain-s,"Hey there! Just a reminder that your hard work today is commendable. We're lucky to have you on this journey with us. As night falls, take a break and recharge—you deserve it! Tomorrow is a blank slate full of potential.",0,2025-09-26T09:16:28Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@OliveGroveGethsemane,My little Parrotlets love this ❤,0,2025-09-25T18:22:59Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@simonneal731,Love to you all❤,0,2025-09-23T20:00:24Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@DL-gj1vq,Is this place real?,0,2025-09-21T23:58:19Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@espurresso,"""hey guys everything's gonna be okay you'll make it dw"" i get the sentiment but man i just wanna sleep LMAOOO",1,2025-09-21T10:21:16Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@tylerwatts2235,I'm by the rereformulated,0,2025-09-17T05:14:35Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@katiekennedy9214,This calmed me down so quickly thank you,0,2025-09-16T20:10:45Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@JustinPowers-c4l,This is one of the best relaxation sounds ever 🙏 amen😊 and who ever red that thank you so much ❤️,3,2025-09-15T04:24:41Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@fatkid278,This and Sweet Dreams earphones have gave me the best sleep I've ever had in years. Thank you so much. These ear buds are on Amazon my wife snores loud but these noise canceling feature works great.,0,2025-09-12T03:56:24Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Nathan-x2l,1993 💧 🚿 71042x,0,2025-09-11T22:12:23Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@thelegend899,Thank you for posting. I have restful nights now.,0,2025-09-10T13:19:07Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@pauladams3135,"To those who are reading this , the comments are 😂",0,2025-09-10T01:12:46Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Ariguun-o1f,"Why is the comment section full of ppl saying it's okay?


(My mental health has been declining rapidly so it did helped me anyway)",0,2025-09-08T11:42:24Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@goo-ober,"STOP WORRYING!
SLEEEEEEEEP!!!",0,2025-09-08T03:26:41Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@onyx_paws,This works for me to sleep after watching lovey dovey and traumatizing myself,0,2025-09-07T20:36:56Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@BriannaBibbs,❤,0,2025-09-07T15:10:01Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@LizAaron-o1e,And also if you’re having a bad day..commenter than this will help with some of the problem so y’all have a wonderful day or night and we will have better days than before (for some people),0,2025-09-07T05:17:20Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@LizAaron-o1e,To the people reading this I hope y’all have the best night then ever before because this is a changer to my dreams of the happiness in my heart to everyone here to have more than one great night sleep,0,2025-09-07T05:11:36Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@epshopjoebattle3310,"Find bliss in who you are, strong enough to endure what comes your way.  You can do it. Work thru it and over come all your worries. It will work out.",2,2025-09-01T09:26:03Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@SanjuktaRoul-b8m,"need to share this because it changed everything. was stuck in the same patterns for years - overthinking, self-doubt, feeling blocked. heard about this book Manifest the Unseen by Luna Rivers in a podcast and the quantum physics approach to manifestation finally made things click. 3 weeks after reading: noticed synchronicities everywhere, opportunities flowing naturally, and my mindset completely shifted. if you're feeling stuck like i was, the frequency alignment method in this book works. still amazed at how different life feels",183,2025-08-29T16:52:21Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@daiiviid,"Thank you for mentioning “without birds”, very important! I use these to help relax my birds to sleep, and bird noises indicate daytime and get them excited. Birds sleep at night. So no birds means sleepy time. Thank you!!!!!!",0,2025-08-29T08:56:08Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@ranveer_gamer4138,awesome,0,2025-08-28T22:03:18Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@daiiviid,The only thing missing is an occasional Sasquatch howl.,0,2025-08-25T04:43:54Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@RelaxMusic-xk5qu,"🌸 Wishing you lots of joy, happiness, and good luck today!",0,2025-08-19T09:47:54Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@jw7714,I can use this mainly for trollage incidents.,0,2025-08-18T09:20:20Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@GarryboyCarcagente-fk1py,👌,0,2025-08-15T15:19:44Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@BabuRamKapri,36:57 36:58 36:58 36:58 36:59 36:59 37:00,0,2025-08-15T00:41:56Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@LeoCunningham07,Hey u yes u right there yes who u think am talking too silly duck don’t try to be your best  u be your self and worry on work family and having fun and school care about each and everyone around u and your self if think someone so cool don’t try to be like them be yourself and that’s ok too be yourself get good grades and listen to your parents bc u never now when it’s they time too go I hope this helps in life Gn everyone god bless u hope u have a great night and week I hope this comment helps u  sleep and  god loves u bye Gn😊,0,2025-08-12T02:25:36Z,2,Safe,yourself
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@ADVENTURESINDANGDALEM99,Indonesia hdir,0,2025-08-12T01:41:43Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Krystal_Nicole,U are okay just rest and unwind!!!! Just heal I know it’s been hard but don’t give up!!! The best is coming for your life ❤we can do all things through Christ who strengthen us 🙏,1,2025-08-11T19:44:38Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Gorillaz_fan2013,"Hey there are you trying to sleep? Yes?? You want to sleep fast ??? Yes?? Well this comment is for you     Step 1 blink: in order to do step one you need to blink rapidly uintill you can’t any more or if you’ve done it for a minute or two 
Step 2. Calm : after step one close your eyes and lightly massage your eyebrows this will calm your brain once you’ve done these 2 steps sleep like you normally would and it should be faster like my comment if it helped ♥️",1,2025-08-10T01:47:20Z,1,Safe,want
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@ronparker6489,"Just an old guy who has trouble sleeping now.  I grew up with a stream in my ""backyard."" This gets played all night long, about a foot away from my head. Makes  my  life so much better. Thank you sir.",3,2025-08-07T23:50:23Z,5,Suspicious,old
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@DinosaurBanks,I stayed up till 1 AM just so this wouldn’t end in my peaceful sleep🥀🥀,0,2025-08-02T05:03:06Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@DinosaurBanks,I stayed up till 1 AM just so this wouldn’t end in my peaceful sleep🥀🥀,0,2025-08-02T05:03:03Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@MidnightRainStudio-1,Love this kind of peaceful vibe. Just launched my first deep rain video too — would love feedback if you have time! 🌧🙏,0,2025-07-30T06:29:27Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@MidnightRainStudio-1,Love this kind of peaceful vibe. Just launched my first deep rain video too — would love feedback if you have time! 🌧🙏,0,2025-07-30T06:29:04Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@chlseamckenzie5606,For those who come to have peace of mind and relax 😊,1,2025-07-27T02:32:30Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@TeeMeeBeeWee,Whoa. This is too high pitched for me.,0,2025-07-26T21:35:22Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@bedbugs.02,guys i have a rash,1,2025-07-26T07:06:37Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@FossilsFound,People saw that one guy get a bunch of likes by acting like a philosopher and immediately copied,0,2025-07-26T03:59:20Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@davidandmarytaylor5594,Yes!,0,2025-07-23T02:06:43Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Analiadivaatee,To the people saying all these paragraphs thanks but I just came here cause I wanted some nice sounds for my sleep,0,2025-07-22T07:26:48Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@LMB-cover,wow,0,2025-07-22T01:45:59Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@YousefGamal-d3r,hello kitten come to my discord or dm me baby,0,2025-07-22T00:35:48Z,24,Dangerous,"dm, discord, baby, kitten"
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@VictoriaMora-tk6md,The sounds of nature...sometime is the only medicina the her and soul need...many blessings!!!,0,2025-07-22T00:30:10Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@zer0criatividade,"I never thought about how many people come here to relax or just sleep, i feel a little bit less alone. 
Everyone have a good night or day =)",1,2025-07-21T01:37:38Z,3,Safe,alone
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@pochoiterong,36:49  👋,0,2025-07-20T08:04:40Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@pochoiterong,😁Hello,0,2025-07-20T08:04:02Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@pochoiterong,Hello,0,2025-07-20T08:03:45Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@joseguerra1413,"Yeah right here 
Right foot power Nee to ankle 
Low back tight but weak not feeling the weight of my body light moon walking 🚶‍♂️ I’ll try that next time might help with the balance calm
Relaxing like real time is limited gotta get as much of my consciousness while it’s powered up",0,2025-07-19T20:21:09Z,2,Safe,body
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@daisyharris-c3q,to all the people who are reading this i hope you slept well and don't let anyone stop you from chasing your dreams,44,2025-07-19T14:35:32Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Tootieanddogs,I use this to sleep,0,2025-07-17T08:10:36Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@vzworld1991,I love this my kids go to sleep when they hear to 👍😊,0,2025-07-17T06:55:42Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@TNHookem,"I’m proud of you. Whom ever you are, what you’re going through right now. I’m proud of you for not giving up and for sticking around. Mental health is the worst but having a huge support system makes a huge difference. I love you all ❤",1,2025-07-15T06:33:56Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@paulametro1890,"I just came here to sleep, but after reading all these comments and feeling this amazing energy, on the internet of all places, I’ll be back here for sure. Thank you for this.",0,2025-07-09T06:36:01Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@BraydenMordell,Why is this filled with motivation to keep going? I just wanna sleep 😴,0,2025-07-08T02:51:48Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@travelingpatti2834,To all who have found themselves right here right now. You are beautiful. You are loved. May peace be around you.,0,2025-07-07T09:41:32Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@peacefulwaterflow,beautiful visual and relax sound,0,2025-07-07T08:22:36Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@rosalindamemba9079,I love this and I put it on every night for my kids because they don’t sleep well and they are always so tired in the morning,1,2025-07-06T20:11:03Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@mommag2205,What a surreal  group of people  much love for all thereal people  God bless,0,2025-07-06T09:41:05Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Relax-sleep-study,Close your eyes and let the music heal you. It’s magic,0,2025-07-06T09:31:46Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@P01J01J0,Best relaxing video ever❤❤❤❤😊,0,2025-07-04T19:47:45Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@LiamWhitehead-j2c,Peanut butter,0,2025-07-04T06:13:26Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@DriaTasia,So peaceful,0,2025-07-04T03:44:59Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@isharmi9655,"Hello mothers if you can’t sleep, I suggest you use this because you will be relaxed by these beautiful sounds and  knows if you will love it or not?! I have a strong feeling that this will do the trick for you. Let god bless you and all.",0,2025-07-03T20:13:33Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@GoldenThreadTarot,Well that was the best. 😂,0,2025-07-03T11:32:47Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@amygoehring823,Thank you for all the positive comments and caring. You are making this world better,1,2025-06-27T20:38:47Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@RainLivingTV,"let's discuss in private, dm me baby",0,2025-06-22T06:30:33Z,16,Dangerous,"private, dm, baby"
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@IsaacYoung-j6v,I love this,0,2025-06-21T14:13:19Z,1,Safe,love
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@vivibivi100,Whoever is reading this GO TO SLEEP,3,2025-06-21T03:44:48Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@franktheexpertstrenchclub9025,"Everyone who reads this - we will probably never meet, but I want you to know that I rule. I do and say rad stuff all the time.",0,2025-06-20T08:00:33Z,1,Safe,want
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Ghiblihub,"To the person reading this. I know you're tired with all of this, but you should know. You did a good job. You are great. You deserve to be happy",141,2025-06-17T06:07:12Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Sparklyeyedmisfit,Thank you for making this video. I appreciate you. Lv Lori🎉❤❤❤❤,0,2025-06-16T01:18:14Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@СветославГеройски,빗소리는 마음속의 굳은 상처를 녹여준다.,2,2025-06-11T02:37:20Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@MrsUnperfect1,빗소리는 말하기 어려운 것들을 가만히 앉아 있게 해 줍니다.,0,2025-06-11T02:13:28Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@retiredcatlady,This wonderful app is my remedy for tinnitus- retired nurse,0,2025-06-09T13:22:47Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Donald-or3rr,WHO IS THIS RON OR LABOR READY?,0,2025-06-06T14:24:08Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@escape-H23,amazing!,0,2025-06-05T06:58:53Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@EchoAtlasSounds,here's something so soothing about sounds like this – I’ve been exploring similar ambient recordings lately and it’s really deepened my appreciation for nature’s rhythms. Beautiful work!,0,2025-06-04T20:49:19Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@YsabelleBordo,;D hi 👋,0,2025-06-03T14:16:41Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@SerenityFreeman-d1o,This helps me go. To sleep faster,1,2025-06-03T06:49:25Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@Westman5,Thanks so much this always helps me sleep,0,2025-06-02T06:10:37Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@joanneyore2367,Hi,0,2025-05-31T23:09:39Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@the_relaxation_zone,💐💐,1,2025-05-27T19:17:22Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@cosmicenergy-w4o,"🦋 Whatever today holds, may you walk through it grounded, grateful, and glowing with your own quiet strength. You are doing better than you think. 🌼",2,2025-05-27T15:44:22Z,0,Safe,
Relaxing Rain Noise + Forest Stream 🌧️  Water Sounds for Sleeping,Relaxing White Noise,@CalmNightSoundsChannel,"I’ve been struggling with sleep lately, but this video put me out within minutes. The gentle stream and rain are just perfect. Just what I needed tonight. Peaceful, simple, perfect. 🌲🌧",1,2025-05-27T05:33:44Z,0,Safe,
